pit1,31.845095,-101.988534,20,5,5
pit2,31.844967,-101.995103,20,5,5
flagstaff,40.440327,-79.945517,20,10,5
wean_lawn,40.4423529192,-79.9459527416,20,10,5
questa,36.699260,-105.510051,20,10,10
red_river,36.7087301,-105.4093216,20,10,10
